CVE-2001-1426,Alcatel Speed Touch running firmware KHDSAA.108 and KHDSAA.132 through KHDSAA.134,, has a TFTP server running without a password,,,
CVE-2001-1506,Unknown vulnerability in the file system protection subsystem in HP Secure OS Software for Linux 1.0,, allows additional user privileges on some files beyond what is specified in the file system protection rules,,,
CVE-2001-1538,SpeedXess HA-120 DSL router,," has a default administrative password of """"speedxess""""",,,
CVE-2001-1594,GE Healthcare eNTEGRA P&R,, has a password of (1) entegra for the entegra user,,,
CVE-2002-0045,slapd in OpenLDAP 2.0 through 2.0.19,, allows local users,,,
CVE-2002-0555,IBM Informix Web DataBlade 4.12 unescapes user input even if an application,, has escaped it,,,
CVE-2002-0626,Polycom ViewStation before 7.2.4,, has a default null password for the administrator account,,,
CVE-2002-0667,Pingtel xpressa SIP-based voice-over-IP phone 1.2.5 through 1.2.7.4,, has a default null administrator password,,,
CVE-2002-0957,The default configuration of BlackICE Agent 3.1.eal and 3.1.ebh,, has a high tcp.maxconnections setting,,,
CVE-2002-1018,The library feature for Adobe Content Server 3.0,, has already checked out an eBook,, does not verify if a customer,
CVE-2002-1058,Directory traversal vulnerability in splashAdmin.php for Cobalt Qube 3.0,, allows local users and remote attackers,,,
CVE-2002-1184,The system root folder of Microsoft Windows 2000,, has default permissions of Everyone group with Full access (Everyone:F) and is in the search path when locating programs during login or application launch from the desktop,,,
CVE-2002-1440,The Gateway GS-400 server,," has a default root password of """"0001n"""" that can not be changed",via the administrative interface,,
CVE-2002-1572,Signed integer overflow in the bttv_read function in the bttv driver (bttv-driver.c) in Linux kernel before 2.4.20,, has unknown impact and attack vectors.,,,
CVE-2002-1573,Unspecified vulnerability in the pcilynx ieee1394 firewire driver (pcilynx.c) in Linux kernel before 2.4.20,, has unknown impact and attack vectors,,,
CVE-2002-1574,Buffer overflow in the ixj telephony card driver in Linux before 2.4.20,, has unknown impact and attack vectors.,,,
CVE-2002-1686,Buffer overflow in lscfg of unknown versions of AIX,, has unknown impact.,,,
CVE-2002-1809,The default configuration of the Windows binary release of MySQL 3.23.2 through 3.23.52,, has a NULL root password,,,
CVE-2002-1835,The default configuration of Xerox DocuTech 6110 and DocuTech 6115 running Solaris 8.0,, has a large number of unnecessary services enabled such as RPC and sprayd,,,
CVE-2002-2243,Akfingerd 0.5 and possibly earlier versions only,, allows one connection at a time and does not time out connections,,,
CVE-2002-2285,"eTrust InoculateIT 6.0 with the """"Incremental Scan"""" option enabled may certify that a file is free of viruses before the file",, has been completely downloaded,,,
CVE-2002-2374,Unspecified vulnerability in pprosetup in Sun PatchPro 2.0,," has unknown impact and attack vectors related to """"unsafe use of temporary files.""""",,,
CVE-2002-2444,Snoopy before 2.0.0,, has a security hole in exec cURL,,,
CVE-2003-0019,uml_net in the kernel-utils package for Red Hat Linux 8.0,, has incorrect setuid root privileges,,,
CVE-2003-0072,The Key Distribution Center (KDC) in Kerberos 5 (krb5) 1.2.7 and earlier,, allows remote,,,
CVE-2003-0082,The Key Distribution Center (KDC) in Kerberos 5 (krb5) 1.2.7 and earlier,, allows remote,,,
CVE-2003-0174,The LDAP name service (nsd) in IRIX 6.5.19 and earlier,, has been provided by an LDAP server,, does not properly verify if the USERPASSWORD attribute,
CVE-2003-0775,saned in sane-backends 1.0.7 and earlier calls malloc with an arbitrary size value if a connection is dropped before the size value,, has been sent,,,
CVE-2003-0895,Buffer overflow in the Mac OS X kernel 10.2.8 and earlier,, allows local users,,,
CVE-2003-0913,Unknown vulnerability in the Terminal application for Mac OS X 10.3 (Client and Server) may,," allow """"unauthorized access.""""",,,
CVE-2003-1169,DATEV Nutzungskontrolle 2.1 and 2.2,, has insecure write permissions for critical registry keys,,,
CVE-2003-1233,Pedestal Software Integrity Protection Driver (IPD) 1.3 and earlier,, allows privileged attackers,,,
CVE-2003-1357,ProxyView,, has a default administrator password of Administrator for Embedded Windows NT,,,
CVE-2003-1469,The default configuration of ColdFusion MX,," has the """"Enable Robust Exception Information"""" option selected",,,
CVE-2003-1491,Kerio Personal Firewall (KPF) 2.1.4,, has a default rule to accept incoming packets from DNS (UDP port 53),,,
CVE-2003-1515,Origo ASR-8100 ADSL Router 3.21,, has an administration service running on port 254 that does not require a password,,,
CVE-2003-1551,Unspecified vulnerability in Novell GroupWise 6 SP3 WebAccess before Revision F,," has unknown impact and attack vectors related to """"malicious script.""""",,,
CVE-2003-1603,GE Healthcare Discovery VH,," has a default password of (1) interfile for the ftpclient user of the Interfile server or (2) """"2"""" for the LOCAL user of the FTP server for the Codonics printer",,,
CVE-2003-5001,** UNSUPPORTED WHEN ASSIGNED ** A vulnerability was found in ISS BlackICE PC Protection and classified as critical. Affected by this issue is the component Cross Site Scripting Detection. The manipulation as part of POST/PUT/DELETE/OPTIONS Request leads to privilege escalation. The attack may be launched remotely. The exploit,, has been disclosed to the public and may be used. It is recommended to upgrade the affected component. NOTE: This vulnerability only affects products that are no longer supported by the maintainer.,,,
CVE-2003-5002,** UNSUPPORTED WHEN ASSIGNED ** A vulnerability was found in ISS BlackICE PC Protection. It,, has been declared as problematic. Affected by this vulnerability is the component Update Handler which allows cleartext transmission of data. NOTE: This vulnerability only affects products that are no longer supported by the maintainer.,,,
CVE-2003-5003,** UNSUPPORTED WHEN ASSIGNED ** A vulnerability was found in ISS BlackICE PC Protection. It,, has been rated as problematic. Affected by this issue is the Update Handler. The manipulation with an unknown input leads to cross site scripting. The attack may be launched remotely. The exploit has been disclosed to the public and may be used. NOTE: This vulnerability only affects products that are no longer supported by the maintainer.,,,
CVE-2004-0080,The login program in util-linux 2.11 and earlier,, has been freed and reallocated,, uses a pointer after it,
CVE-2004-0086,Unknown vulnerability in the Mail application for Mac OS X 10.3.2,, has unknown impact and attack vectors,,,
CVE-2004-0133,The XFS file system code in Linux 2.4.x,, has an information leak in which in-memory data is written to the device for the XFS file system,,,
CVE-2004-0181,The JFS file system code in Linux 2.4.x,, has an information leak in which in-memory data is written to the device for the JFS file system,,,
CVE-2004-0233,Utempter,, allows device names that contain .. (dot dot) directory traversal sequences,,,
CVE-2004-0513,Unspecified vulnerability in Mac OS X before 10.3.4,," has unknown impact and attack vectors related to """"logging when tracing system calls.""""",,,
CVE-2004-0563,The tspc.conf configuration file in freenet6 before 0.9.6 and before 1.0 on Debian Linux,, has world readable permissions,,,
CVE-2004-0616,The BT Voyager 2000 Wireless ADSL Router,, has a default public SNMP community name,,,
CVE-2004-0680,Zoom X3 ADSL modem,, has a terminal running on port 254 that can be accessed using the default HTML management password,,,
CVE-2004-1127,Buffer overflow in Open Dc Hub 0.7.14,, allows remote attackers,,,
CVE-2004-1438,The mod_authz_svn Apache module for Subversion 1.0.4-r1 and earlier,, allows remote authenticated users,,,
CVE-2004-1621,** DISPUTED **  NOTE: this issue,, has been disputed by the vendor.  Cross-site scripting (XSS) vulnerability in IBM Lotus Notes R6 and Domino R6,,,
CVE-2004-1659,Cross-site scripting (XSS) vulnerability in index.php in CuteNews 1.3.6 and earlier,, allows remote attackers with Administrator,,,
CVE-2004-1694,Symantec ON Command CCM 5.4.x and iCommand 3.0.x,, has four default usernames and passwords,,,
CVE-2004-1833,The admin.ib file in Borland Interbase 7.1 for Linux,, has default world writable permissions,,,
CVE-2004-1884,Ipswitch WS_FTP Server 4.0.2,, has a backdoor XXSESS_MGRYY username with a default password,,,
CVE-2004-1921,X-Micro WLAN 11b Broadband Router 1.6.0.1,," has a hardcoded """"1502"""" username and password",,,
CVE-2004-2006,Trend Micro OfficeScan 3.0 - 6.0,," has default permissions of """"Everyone Full Control"""" on the installation directory and registry keys",,,
CVE-2004-2131,Stack-based buffer overflow in ontape for IBM Informix Dynamic Server (IDS) 9.40.xC3 and earlier,, allows local users,,,
CVE-2004-2142,Unknown vulnerability in the remote tape support (remote.c) in the RMT client for Jorg Schilling sdd 1.28 and 1.31,, has unknown impact and attack vectors.,,,
CVE-2004-2148,"Unknown local vulnerability in the """"change user"""" feature of Slava Astashonok Fprobe 1.0.5 and earlier",, has unknown impact and attack vectors.,,,
CVE-2004-2190,Directory traversal vulnerability in Unzoo 4.4-2,, has unknown impact and attack vectors.,,,
CVE-2004-2233,"Unknown """"front page vulnerability with Moodle servers"""" for Moodle before 1.3.2",, has unknown impact and attack vectors.,,,
CVE-2004-2235,Unknown vulnerability in Moodle before 1.2,, has unknown impact and attack vectors,,,
CVE-2004-2236,Unknown vulnerability in Moodle before 1.3.3,, has unknown impact and attack vectors,,,
CVE-2004-2237,Unknown vulnerability in Moodle before 1.3.4,, has unknown impact and attack vectors,,,
CVE-2004-2238,** DISPUTED ** Format string vulnerability in vsybase.c in vpopmail 5.4.2 and earlier,, has unknown impact and attack vectors.  NOTE: in a followup post,,,
CVE-2004-2247,"Unknown vulnerability in the """"admin of paypal email addresses"""" in AudienceConnect before 1.0.beta.21",, has unknown impact and attack vectors.,,,
CVE-2004-2248,Unknown vulnerability in RemoteEditor before 0.1.1,, has unknown impact and attack vectors,,,
CVE-2004-2249,"Unknown vulnerability in the """"access code"""" in SecureEditor before 0.1.2",, has unknown impact and attack vectors,,,
CVE-2004-2250,"Unknown vulnerability in the """"access code"""" in RemoteEditor before 0.1.6",, has unknown impact and attack vectors,,,
CVE-2004-2274,Unknown vulnerability in Jigsaw before 2.2.4,, has unknown impact and attack vectors,,,
CVE-2004-2278,Unknown cross-site scripting (XSS) vulnerability in the web GUI in vHost before 3.10r1,, has unknown impact and attack vectors.,,,
CVE-2004-2406,"Unknown """"overflow"""" in the phpgw_config table for phpGroupWare before 0.9.14.002",, has unknown attack vectors and impact.,,,
CVE-2004-2407,Unknown vulnerability in phpGroupWare before 0.9.14.002,, has unknown attack vectors and impact,,,
CVE-2004-2441,Unspecified vulnerability in Kerio MailServer before 6.0.3,, has unknown impact and unknown remote attack vectors,,,
CVE-2004-2470,Unspecified vulnerability in MadBMS before 1.1.5,, has unknown impact and attack vectors,,,
CVE-2004-2500,Unknown vulnerability in IlohaMail before 0.8.14-rc1,, has unknown impact and attack vectors.,,,
CVE-2004-2532,Serv-U FTP server before 5.1.0.0,, has a default account and password for local administration,,,
CVE-2004-2537,Unspecified vulnerability in SurgeMail before 2.2c10,, has unknown impact and attack vectors,,,
CVE-2004-2556,NetGear WG602 (aka WG602v1) Wireless Access Point firmware 1.04.0 and 1.5.67,," has a hardcoded account of username """"super"""" and password """"5777364""""",,,
CVE-2004-2557,NetGear WG602 (aka WG602v1) Wireless Access Point 1.7.14,," has a hardcoded account of username """"superman"""" and password """"21241036""""",,,
CVE-2004-2590,Unspecified vulnerability in meindlSOFT Cute PHP Library (aka cphplib) 0.46,, has unknown impact and attack vectors,,,
CVE-2004-2613,Unspecified vulnerability in procfs in the Linux-VServer stable branch for the 2.4 kernel before 1.23 and Linux-VServer development branch for the 2.4 kernel before 1.3.5,, has unspecified impact and attack vectors,,,
CVE-2004-2644,Unspecified vulnerability in ASN.1 Compiler (asn1c) before 0.9.7,," has unknown impact and attack vectors when processing """"ANY"""" type tags.",,,
CVE-2004-2645,Unspecified vulnerability in ASN.1 Compiler (asn1c) before 0.9.7,," has unknown impact and attack vectors when processing """"CHOICE"""" types with """"indefinite length structures.""""",,,
CVE-2004-2728,Buffer overflow in the FTP server of Hummingbird Connectivity 7.1 and 9.0,, allows remote,,,
CVE-2004-2744,Unspecified vulnerability in Tincan Limited PHPlist before 2.8.12,, has unknown impact and attack vectors,,,
CVE-2004-2777,GE Healthcare Centricity Image Vault 3.x,, has a password of (1) gemnet for the administrator account,,,
CVE-2005-0065,The original design of TCP,," has been sent but not acknowledged (aka """"TCP sequence number checking"""")",, does not check that the TCP sequence number in an ICMP error message is within the range of sequence numbers for data that,
CVE-2005-0066,The original design of TCP,," has already been acknowledged (aka """"TCP acknowledgement number checking"""")",, does not check that the TCP Acknowledgement number in an ICMP error message generated by an intermediate router is within the range of possible values for data that,
CVE-2005-0158,Format string vulnerability in bidwatcher before 1.3.17,, allows remote malicious web servers from eBay,,,
CVE-2005-0230,Firefox 1.0,, has an image/gif content type but has a dangerous extension such as .bat or .exe,, does not prevent the user from dragging an executable file to the desktop when it,
CVE-2005-0417,"Unknown """"high risk"""" vulnerability in DB2 Universal Database 8.1 and earlier",, has unknown impact and attack vectors.  NOTE: due to the delayed disclosure of details for this issue,,,
CVE-2005-0927,Unknown vulnerability in subs.pl for WebAPP 0.9.9 through 0.9.9.2,, has unknown impact and attack vectors,,,
CVE-2005-10001,** UNSUPPORTED WHEN ASSIGNED ** A vulnerability was found in Netegrity SiteMinder up to 4.5.1 and classified as critical. Affected by this issue is the file /siteminderagent/pwcgi/smpwservicescgi.exe of the component Login. The manipulation of the argument target leads to an open redirect. The exploit,, has been disclosed to the public and may be used. NOTE: This vulnerability only affects products that are no longer supported by the maintainer.,,,
CVE-2005-1069,Unknown vulnerability in sCssBoard 1.11 and earlier,, has unknown impact,,,
CVE-2005-1078,XAMPP 1.4.x,, has multiple default or null passwords,,,
CVE-2005-1131,Unknown vulnerability in Veritas i3 Focalpoint Server 7.1 and earlier,," has unknown attack vectors and unknown but """"critical"""" impact.",,,
CVE-2005-1449,Unknown vulnerability in serendipity_config_local.inc.php for Serendipity before 0.8,, has unknown impact.,,,
CVE-2005-1450,"Unknown vulnerability in """"the function used to validate path-names for uploading media"""" in Serendipity before 0.8",, has unknown impact.,,,
CVE-2005-1477,The install function in Firefox 1.0.3,, allows remote web sites on the browser's whitelist,,,
CVE-2005-1867,Symantec Brightmail AntiSpam before 6.0.2,, has a hard-coded database administrator password,,,
CVE-2005-1897,Unknown vulnerability in FlexCast Audio Video Streaming Server before 2.0,, has unknown impact and attack vectors.,,,
CVE-2005-2026,Enterasys Vertical Horizon VH-2402S before firmware 2.05.05.09,, has a hard-coded account and password for debugging,,,
CVE-2005-2222,Unknown vulnerability in the HTTPMail service in MailEnable Professional before 1.6,, has unknown impact and attack vectors.,,,
CVE-2005-2349,Zoo 2.10,, has Directory traversal,,,
CVE-2005-2504,"The System Profiler in Mac OS X 10.4.2 labels a Bluetooth device with """"Requires Authentication: No"""" even",," has selected the """"Require pairing for security"""" option",, when the user,
CVE-2005-2583,Mentor ADSL-FR4II router running firmware 2.00.0111,, has an undocumented web server running on TCP port 5678,,,
CVE-2005-2606,"Unknown vulnerability in the """"frontend authentication"""" in PHlyMail 3.02.00",, has unknown impact and attack vectors.,,,
CVE-2005-2615,Unknown vulnerability in session.php in EQdkp before 1.3.0,, has unknown impact and attack vectors,,,
CVE-2005-2770,WRQ Reflection for Secure IT Windows Server 6.0 (formerly known as F-Secure SSH server),, has been configured,, does not properly handle when the Windows Administrator or Guest accounts are renamed after SSH key authentication,
CVE-2005-2862,ADSL Road Runner modem in the Annex A family,, has a service running on port 224,,,
CVE-2005-2898,** DISPUTED ** NOTE: this issue,, has been disputed by the vendor.  FileZilla 2.2.14b and 2.2.15,,,
CVE-2005-2998,PHP Advanced Transfer Manager 1.30,, has a default password for the administrator user,,,
CVE-2005-3041,"Unspecified """"drag-and-drop vulnerability"""" in Opera Web Browser before 8.50 on Windows",," allows """"unintentional file uploads.""""",,,
CVE-2005-3056,TWiki,, allows arbitrary shell command execution,via the Include function,,
CVE-2005-3068,Unspecified vulnerability in Eric Integrated Development Environment (eric3) before 3.7.2,," has unknown impact and attack vectors related to a """"potential security exploit.""""",,,
CVE-2005-3073,Unspecified vulnerability in Interchange 5.0.1,, allows attackers 4.9.3,,,
CVE-2005-3196,Planet Technology Corp FGSW2402RS switch with firmware 1.2,, has a default password,,,
CVE-2005-3355,Directory traversal vulnerability in GNU Gnump3d before 2.9.8,, has unknown impact,"via """"CGI parameters",,
CVE-2005-3437,Unspecified vulnerability in the PL/SQL component in Oracle Database Server 9i up to 10.1.0.4,, has unknown impact and attack vectors,,,
CVE-2005-3440,Unspecified vulnerability in Database Scheduler in Oracle Database Server 10g up to 10.1.0.3,, has unknown impact and attack vectors,,,
CVE-2005-3441,Unspecified vulnerability in Intelligent Agent in Oracle Database Server 9i up to 9.0.1.5,, has unknown impact and attack vectors,,,
CVE-2005-3443,Unspecified vulnerability in the Spatial component in Oracle Database Server from 9i up to 10.1.0.3,, has unknown impact and attack vectors,,,
CVE-2005-3446,Unspecified vulnerability in Internet Directory in Oracle Database Server 9i up to 9.2.0.6 and Application Server 9.0.2.3 up to 10.1.2.0,, has unknown impact and attack vectors,,,
CVE-2005-3447,Unspecified vulnerability in Single Sign-On in Oracle Database Server 10g up to 10.1.0.4.2 and Application Server 9.0.2.3 up to 9.0.4.2,, has unknown impact and attack vectors,,,
CVE-2005-3448,Unspecified vulnerability in the OC4J Module in Oracle Application Server 9.0 up to 10.1.2.0.2,, has unknown impact and attack vectors,,,
CVE-2005-3450,Unspecified vulnerability in the HTTP Server in Oracle Application Server 1.0 up to 9.0.2.3,, has unknown impact and attack vectors,,,
CVE-2005-3451,Unspecified vulnerability in SQL*ReportWriter in Oracle Application Server 9.0 up to 9.0.2.1,, has unknown impact and attack vectors,,,
CVE-2005-3452,Unspecified vulnerability in Web Cache in Oracle Application Server 1.0 up to 9.0.4.2,, has unknown impact and attack vectors,,,
CVE-2005-3453,Multiple unspecified vulnerabilities in Web Cache in Oracle Application Server 1.0 up to 10.1.2.0,, has unknown impact and attack vectors,,,
CVE-2005-3457,Unspecified vulnerability in Oracle E-Business Suite and Applications 11.0 up to 11.5.10,, has unknown impact and attack vectors,,,
CVE-2005-3458,Unspecified vulnerability in Oracle E-Business Suite and Applications 11.0 up to 11.5.9,, has unknown impact and attack vectors,,,
CVE-2005-3459,Unspecified vulnerability in Oracle E-Business Suite and Applications 4.5 up to 4.5.1,, has unknown impact and attack vectors,,,
CVE-2005-3460,Unspecified vulnerability in Oracle Agent in Oracle Enterprise Manager 9.0.4.1 up to 10.1.0.4,, has unknown impact and attack vectors,,,
CVE-2005-3461,Unspecified vulnerability in PeopleTools in Oracle PeopleSoft Enterprise 8.42 up to 8.45.17,, has unknown impact and attack vectors,,,
CVE-2005-3462,Unspecified vulnerability in PeopleTools in Oracle PeopleSoft Enterprise 8.44 up to 8.46.02,, has unknown impact and attack vectors,,,
CVE-2005-3463,Unspecified vulnerability in PeopleTools in Oracle PeopleSoft Enterprise 8.44 up to 8.46.03,, has unknown impact and attack vectors,,,
CVE-2005-3464,Unspecified vulnerability in PeopleTools in Oracle PeopleSoft Enterprise 8.44 up to 8.46,, has unknown impact and attack vectors,,,
CVE-2005-3466,Unspecified vulnerability in Enterprise CRM Sales in Oracle 8.81 up to 8.9,, has unknown impact and attack vectors,,,
