Privilege escalation in the MSI repair functionality in Caphyon Advanced Installer 20.0 and below allows attackers to access and manipulate system files.
Helm is a tool that streamlines installing and managing Kubernetes applications.`getHostByName` is a Helm template function introduced in Helm v3. The function is able to accept a hostname and return an IP address for that hostname. To get the IP address the function performs a DNS lookup. The DNS lookup happens when used with `helm install|upgrade|template` or when the Helm SDK is used to render a chart. Information passed into the chart can be disclosed to the DNS servers used to lookup the IP address. For example, a malicious chart could inject `getHostByName` into a chart in order to disclose values to a malicious DNS server. The issue has been fixed in Helm 3.11.1. Prior to using a chart with Helm verify the `getHostByName` function is not being used in a template to disclose any information you do not want passed to DNS servers.
1. "`getHostByName` is a Helm template function introduced in Helm v3" is the Root Cause.
2. "Helm is a tool that streamlines installing and managing Kubernetes applications" is the Affected Product.
3. "information passed into the chart can be disclosed to the DNS servers used to lookup the IP address" is the Impact.
4. "malicious chart could inject `getHostByName` into a chart in order to disclose values to a malicious DNS server" is the Attack Vector.
5. "remote attackers" is the Attacker Type.
6. "" is the Vulnerability Type.
Tinacms is a Git-backed headless content management system with support for visual editing. Sites being built with @tinacms/cli >= 1.0.0 && < 1.0.9 which store sensitive values in the process.env variable are impacted. These values will be added in plaintext to the index.js file. If you're on a version prior to 1.0.0 this vulnerability does not affect you. If you are affected and your Tina-enabled website has sensitive credentials stored as environment variables (eg. Algolia API keys) you should rotate those keys immediately. This issue has been patched in @tinacms/cli@1.0.9. Users are advised to upgrade. There are no known workarounds for this issue.
1. "@tinacms/cli >= 1.0.0 && < 1.0.9" is the Affected Product.
2. "store sensitive values in the process.env variable" is the Root Cause.
3. "These values will be added in plaintext to the index.js file" is the Impact.
4. "" is the Vulnerability Type.
5. "" is the Attacker Type.
6. "" is the Attacker Vector.
Argo CD is a declarative, GitOps continuous delivery tool for Kubernetes. All versions of Argo CD starting with v2.6.0-rc1 have an output sanitization bug which leaks repository access credentials in error messages. These error messages are visible to the user, and they are logged. The error message is visible when a user attempts to create or update an Application via the Argo CD API (and therefor the UI or CLI). The user must have `applications, create` or `applications, update` RBAC access to reach the code which may produce the error. The user is not guaranteed to be able to trigger the error message. They may attempt to spam the API with requests to trigger a rate limit error from the upstream repository. If the user has `repositories, update` access, they may edit an existing repository to introduce a URL typo or otherwise force an error message. But if they have that level of access, they are probably intended to have access to the credentials anyway. A patch for this vulnerability has been released in version 2.6.1. Users are advised to upgrade. There are no known workarounds for this vulnerability.
1. "output sanitization bug" is the Vulnerability Type.
2. "All versions of Argo CD starting with v2.6.0-rc1" is the Affected Product.
3. "leaks repository access credentials in error messages" is the Root Cause.
4. "visible to the user, and they are logged" is the Impact.
5. "user must have `applications, create` or `applications, update` RBAC access" is the Attacker Type.
6. "attempt to create or update an Application via the Argo CD API (and therefor the UI or CLI)" is the Attacker Vector.
Wings is Pterodactyl's server control plane. Affected versions are subject to a vulnerability which can be used to create new files and directory structures on the host system that previously did not exist, potentially allowing attackers to change their resource allocations, promote their containers to privileged mode, or potentially add ssh authorized keys to allow the attacker access to a remote shell on the target machine. In order to use this exploit, an attacker must have an existing ""server"" allocated and controlled by the Wings Daemon. This vulnerability has been resolved in version `v1.11.3` of the Wings Daemon, and has been back-ported to the 1.7 release series in `v1.7.3`. Anyone running `v1.11.x` should upgrade to `v1.11.3` and anyone running `v1.7.x` should upgrade to `v1.7.3`. There are no known workarounds for this vulnerability. ### Workarounds None at this time.
1. "Wings is Pterodactyl's server control plane" is the Affected Product.
2. "can be used to create new files and directory structures on the host system that previously did not exist, potentially allowing attackers to change their resource allocations, promote their containers to privileged mode, or potentially add ssh authorized keys to allow the attacker access to a remote shell on the target machine" is the Impact.
3. "" is the Vulnerability Type.
4. "" is the Root Cause.
5. "an attacker must have an existing ""server"" allocated and controlled by the Wings Daemon" is the Attacker Type.
6. "In order to use this exploit" is the Attacker Vector.
opentelemetry-go-contrib is a collection of extensions for OpenTelemetry-Go. The v0.38.0 release of `go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp` uses the `httpconv.ServerRequest` function to annotate metric measurements for the `http.server.request_content_length`, `http.server.response_content_length`, and `http.server.duration` instruments. The `ServerRequest` function sets the `http.target` attribute value to be the whole request URI (including the query string)[^1]. The metric instruments do not ""forget"" previous measurement attributes when `cumulative` temporality is used, this means the cardinality of the measurements allocated is directly correlated with the unique URIs handled. If the query string is constantly random, this will result in a constant increase in memory allocation that can be used in a denial-of-service attack. This issue has been addressed in version 0.39.0. Users are advised to upgrade. There are no known workarounds for this issue.
1. "opentelemetry-go-contrib" is the Affected Product.
2. "The `httpconv.ServerRequest` function sets the `http.target` attribute value to be the whole request URI (including the query string)" is the Root Cause.
3. "denial-of-service attack" is the Impact.
4. "" is the Vulnerability Type.
5. "" is the Attacker Type.
6. "" is the Attacker Vector.
Nextcloud office/richdocuments is an office suit for the nextcloud server platform. In affected versions the Collabora integration can be tricked to provide access to any file without proper permission validation. As a result any user with access to Collabora can obtain the content of other users files. It is recommended that the Nextcloud Office App (Collabora Integration) is updated to 7.0.2 (Nextcloud 25), 6.3.2 (Nextcloud 24), 5.0.10 (Nextcloud 23), 4.2.9 (Nextcloud 21-22), or 3.8.7 (Nextcloud 15-20). There are no known workarounds for this issue.
1. "Nextcloud office/richdocuments" is the Affected Product.
2. "the Collabora integration can be tricked to provide access to any file without proper permission validation" is the Root Cause.
3. "any user with access to Collabora can obtain the content of other users files" is the Impact.
4. "" is the Vulnerability Type.
5. "" is the Attacker Type.
6. "" is the Attacker Vector.
sprintf in the GNU C Library (glibc) 2.37 has a buffer overflow (out-of-bounds write) in some situations with a correct buffer size. This is unrelated to CWE-676. It may write beyond the bounds of the destination buffer when attempting to write a padded, thousands-separated string representation of a number, if the buffer is allocated the exact size required to represent that number as a string. For example, 1,234,567 (with padding to 13) overflows by two bytes.
1. "buffer overflow (out-of-bounds write)" is the Vulnerability Type.
2. "sprintf in the GNU C Library (glibc) 2.37" is the Affected Product.
3. "attempting to write a padded, thousands-separated string representation of a number, if the buffer is allocated the exact size required to represent that number as a string" is the Root Cause.
4. "may write beyond the bounds of the destination buffer" is the Impact.
5. "" is the Attacker Type.
6. "" is the Attacker Vector.
OpenSSH server (sshd) 9.1 introduced a double-free vulnerability during options.kex_algorithms handling. This is fixed in OpenSSH 9.2. The double free can be triggered by an unauthenticated attacker in the default configuration. One third-party report states ""remote code execution is theoretically possible.""
1. "OpenSSH server (sshd) 9.1" is the Affected Product.
2. "double-free vulnerability during options.kex_algorithms handling" is the Root Cause.
3. "fixed in OpenSSH 9.2" is the Vulnerability Type.
4. "remote code execution is theoretically possible" is the Impact.
5. "unauthenticated attacker" is the Attacker Type.
6. "in the default configuration" is the Attacker Vector.
vBulletin before 5.6.9 PL1 allows an unauthenticated remote attacker to execute arbitrary code via a crafted HTTP request that triggers deserialization. This occurs because verify_serialized checks that a value is serialized by calling unserialize and then checking for errors. The fixed versions are 5.6.7 PL1, 5.6.8 PL1, and 5.6.9 PL1.
1. "vBulletin before 5.6.9 PL1" is the Affected Product.
2. "unauthenticated remote attacker" is the Attacker Type.
3. "execute arbitrary code" is the Impact.
4. "via a crafted HTTP request that triggers deserialization" is the Attacker Vector.
5. "verify_serialized checks that a value is serialized by calling unserialize and then checking for errors" is the Root Cause.
6. "code execution" is the Vulnerability Type.
Couchbase Server before 6.6.6, 7.x before 7.0.5, and 7.1.x before 7.1.2 exposes Sensitive Information to an Unauthorized Actor.
1. "Couchbase Server before 6.6.6, 7.x before 7.0.5, and 7.1.x before 7.1.2" is the Affected Product.
2. "" is the Root Cause.
3. "exposes Sensitive Information to an Unauthorized Actor" is the Impact.
4. "" is the Vulnerability Type.
5. "Unauthorized Actor" is the Attacker Type.
6. "" is the Attacker Vector.
Clockwork Web before 0.1.2, when Rails before 5.2 is used, allows CSRF.
1. "Clockwork Web before 0.1.2" is the Affected Product.
2. "when Rails before 5.2 is used" is the Root Cause.
3. "CSRF" is the Impact.
4. "" is the Vulnerability Type.
5. "" is the Attacker Type.
6. "" is the Attacker Vector.
An issue was discovered in the femanager extension before 5.5.3, 6.x before 6.3.4, and 7.x before 7.1.0 for TYPO3. Missing access checks in the InvitationController allow an unauthenticated user to delete all frontend users.
1. "Missing access checks in the InvitationController" is the Root Cause.
2. "femanager extension before 5.5.3, 6.x before 6.3.4, and 7.x before 7.1.0 for TYPO3" is the Affected Product.
3. "unauthenticated user" is the Attacker Type.
4. "delete all frontend users" is the Impact.
5. "" is the Vulnerability Type.
6. "" is the Attacker Vector.
An issue was discovered in the femanager extension before 5.5.3, 6.x before 6.3.4, and 7.x before 7.1.0 for TYPO3. Missing access checks in the InvitationController allow an unauthenticated user to set the password of all frontend users.
1. "Missing access checks in the InvitationController" is the Root Cause.
2. "femanager extension before 5.5.3, 6.x before 6.3.4, and 7.x before 7.1.0 for TYPO3" is the Affected Product.
3. "unauthenticated user" is the Attacker Type.
4. "set the password of all frontend users" is the Impact.
5. "" is the Vulnerability Type.
6. "" is the Attacker Vector.
The Linux kernel through 6.1.9 has a Use-After-Free in bigben_remove in drivers/hid/hid-bigbenff.c via a crafted USB device because the LED controllers remain registered for too long.
1. "The Linux kernel through 6.1.9" is the Affected Product.
2. "Use-After-Free in bigben_remove in drivers/hid/hid-bigbenff.c" is the Vulnerability Type.
3. "a crafted USB device" is the Attack Vector.
4. "because the LED controllers remain registered for too long" is the Root Cause.
5. "" is the Impact.
6. "" is the Attacker Type.
Deserialization of Untrusted Data vulnerability in Apache Software Foundation Apache InLong.This issue affects Apache InLong: from 1.1.0 through 1.5.0. Users are advised to upgrade to Apache InLong's latest version or cherry-pick https://github.com/apache/inlong/pull/7223 https://github.com/apache/inlong/pull/7223 to solve it.
1. "Deserialization of Untrusted Data vulnerability" is the Vulnerability Type.
2. "Apache Software Foundation Apache InLong" is the Affected Product.
3. "from 1.1.0 through 1.5.0" is the Root Cause.
4. "" is the Impact.
5. "" is the Attacker Type.
6. "" is the Attacker Vector.
Out-of-bounds Read vulnerability in Apache Software Foundation Apache InLong.This issue affects Apache InLong: from 1.1.0 through 1.5.0. Users are advised to upgrade to Apache InLong's latest version or cherry-pick https://github.com/apache/inlong/pull/7214 https://github.com/apache/inlong/pull/7214 to solve it.
1. "Out-of-bounds Read vulnerability" is the Vulnerability Type.
2. "Apache Software Foundation Apache InLong" is the Affected Product.
3. "from 1.1.0 through 1.5.0" is the Root Cause.
4. "" is the Impact.
5. "" is the Attacker Type.
6. "" is the Attacker Vector.
Forget Heart Message Box v1.1 was discovered to contain a SQL injection vulnerability via the name parameter at /cha.php.
1. "Forget Heart Message Box v1.1" is the Affected Product.
2. "SQL injection vulnerability" is the Vulnerability Type.
3. "via the name parameter at /cha.php" is the Attacker Vector.
4. "" is the Root Cause.
5. "" is the Impact.
6. "" is the Attacker Type.
Improper Authentication vulnerability in Apache Software Foundation Apache IoTDB.This issue affects Apache IoTDB: from 0.13.0 before 0.13.3.
1. "Improper Authentication vulnerability" is the Vulnerability Type.
2. "Apache Software Foundation Apache IoTDB" is the Affected Product.
3. "from 0.13.0 before 0.13.3" is the Root Cause.
4. "" is the Impact.
5. "" is the Attacker Type.
6. "" is the Attacker Vector.
Incorrect Authorization vulnerability in Apache Software Foundation Apache IoTDB.This issue affects the iotdb-web-workbench component from 0.13.0 before 0.13.3. iotdb-web-workbench is an optional component of IoTDB, providing a web console of the database. This problem is fixed from version 0.13.3 of iotdb-web-workbench onwards.
1. "Incorrect Authorization vulnerability" is the Vulnerability Type.
2. "Apache Software Foundation Apache IoTDB" is the Affected Product.
3. "iotdb-web-workbench component from 0.13.0 before 0.13.3" is the Root Cause.
4. "" is the Impact.
5. "" is the Attacker Type.
6. "" is the Attacker Vector.
Onedev is a self-hosted Git Server with CI/CD and Kanban. In versions prior to 7.9.12 the algorithm used to generate access token and password reset keys was not cryptographically secure. Existing normal users (or everyone if it allows self-registration) may exploit this to elevate privilege to obtain administrator permission. This issue is has been addressed in version 7.9.12. Users are advised to upgrade. There are no known workarounds for this vulnerability.
1. "Onedev is a self-hosted Git Server with CI/CD and Kanban" is the Affected Product.
2. "the algorithm used to generate access token and password reset keys was not cryptographically secure" is the Root Cause.
3. "existing normal users (or everyone if it allows self-registration) may exploit this to elevate privilege to obtain administrator permission" is the Impact.
4. "" is the Vulnerability Type.
5. "" is the Attacker Type.
6. "" is the Attacker Vector.
syft is a a CLI tool and Go library for generating a Software Bill of Materials (SBOM) from container images and filesystems. A password disclosure flaw was found in Syft versions v0.69.0 and v0.69.1. This flaw leaks the password stored in the SYFT_ATTEST_PASSWORD environment variable. The `SYFT_ATTEST_PASSWORD` environment variable is for the `syft attest` command to generate attested SBOMs for the given container image. This environment variable is used to decrypt the private key (provided with `syft attest --key <path-to-key-file>`) during the signing process while generating an SBOM attestation. This vulnerability affects users running syft that have the `SYFT_ATTEST_PASSWORD` environment variable set with credentials (regardless of if the attest command is being used or not). Users that do not have the environment variable `SYFT_ATTEST_PASSWORD` set are not affected by this issue. The credentials are leaked in two ways: in the syft logs when `-vv` or `-vvv` are used in the syft command (which is any log level >= `DEBUG`) and in the attestation or SBOM only when the `syft-json` format is used. Note that as of v0.69.0 any generated attestations by the `syft attest` command are uploaded to the OCI registry (if you have write access to that registry) in the same way `cosign attach` is done. This means that any attestations generated for the affected versions of syft when the `SYFT_ATTEST_PASSWORD` environment variable was set would leak credentials in the attestation payload uploaded to the OCI registry. This issue has been patched in commit `9995950c70` and has been released as v0.70.0. There are no workarounds for this vulnerability. Users are advised to upgrade.
1. "password disclosure" is the Vulnerability Type.
2. "Syft versions v0.69.0 and v0.69.1" is the Affected Product.
3. "the SYFT_ATTEST_PASSWORD environment variable" is the Root Cause.
4. "leaks the password stored in the SYFT_ATTEST_PASSWORD environment variable" is the Impact.
5. "" is the Attacker Type.
6. "in the syft logs when `-vv` or `-vvv` are used in the syft command and in the attestation or SBOM only when the `syft-json` format is used" is the Attacker Vector.
Vert.x-Web is a set of building blocks for building web applications in the java programming language. When running vertx web applications that serve files using `StaticHandler` on Windows Operating Systems and Windows File Systems, if the mount point is a wildcard (`*`) then an attacker can exfiltrate any class path resource. When computing the relative path to locate the resource, in case of wildcards, the code: `return ""/"" + rest;` from `Utils.java` returns the user input (without validation) as the segment to lookup. Even though checks are performed to avoid escaping the sandbox, given that the input was not sanitized `\` are not properly handled and an attacker can build a path that is valid within the classpath. This issue only affects users deploying in windows environments and upgrading is the advised remediation path. There are no known workarounds for this vulnerability.
1. "Vert.x-Web" is the Affected Product.
2. "when running vertx web applications that serve files using `StaticHandler` on Windows Operating Systems and Windows File Systems, if the mount point is a wildcard (`*`) then an attacker can exfiltrate any class path resource" is the Root Cause.
3. "exfiltrate any class path resource" is the Impact.
4. "attacker" is the Attacker Type.
5. "when computing the relative path to locate the resource, in case of wildcards, the code: `return ""/"" + rest;` from `Utils.java` returns the user input (without validation) as the segment to lookup" is the Attack Vector.
6. "" is the Vulnerability Type.
TYPO3 is a free and open source Content Management Framework released under the GNU General Public License. In affected versions the TYPO3 core component `GeneralUtility::getIndpEnv()` uses the unfiltered server environment variable `PATH_INFO`, which allows attackers to inject malicious content. In combination with the TypoScript setting `config.absRefPrefix=auto`, attackers can inject malicious HTML code to pages that have not been rendered and cached, yet. As a result, injected values would be cached and delivered to other website visitors (persisted cross-site scripting). Individual code which relies on the resolved value of `GeneralUtility::getIndpEnv('SCRIPT_NAME')` and corresponding usages (as shown below) are vulnerable as well. Additional investigations confirmed that at least Apache web server deployments using CGI (FPM, FCGI/FastCGI, and similar) are affected. However, there still might be the risk that other scenarios like nginx, IIS, or Apache/mod_php are vulnerable. The usage of server environment variable `PATH_INFO` has been removed from corresponding processings in `GeneralUtility::getIndpEnv()`. Besides that, the public property `TypoScriptFrontendController::$absRefPrefix` is encoded for both being used as a URI component and for being used as a prefix in an HTML context. This mitigates the cross-site scripting vulnerability. Users are advised to update to TYPO3 versions 8.7.51 ELTS, 9.5.40 ELTS, 10.4.35 LTS, 11.5.23 LTS and 12.2.0 which fix this problem. For users who are unable to patch in a timely manner the TypoScript setting `config.absRefPrefix` should at least be set to a static path value, instead of using auto - e.g. `config.absRefPrefix=/`. This workaround **does not fix all aspects of the vulnerability**, and is just considered to be an intermediate mitigation to the most prominent manifestation.
1. "TYPO3" is the Affected Product.
2. "the TYPO3 core component `GeneralUtility::getIndpEnv()` uses the unfiltered server environment variable `PATH_INFO`" is the Root Cause.
3. "injected malicious HTML code to pages that have not been rendered and cached, yet" is the Impact.
4. "attacker" is the Attacker Type.
5. "in combination with the TypoScript setting `config.absRefPrefix=auto`" is the Attacker Vector.
6. "persisted cross-site scripting" is the Vulnerability Type.
Dompdf is an HTML to PDF converter written in php. Due to the difference in the attribute parser of Dompdf and php-svg-lib, an attacker can still call arbitrary URLs with arbitrary protocols. Dompdf parses the href attribute of `image` tags and respects `xlink:href` even if `href` is specified. However, php-svg-lib, which is later used to parse the svg file, parses the href attribute. Since `href` is respected if both `xlink:href` and `href` is specified, it's possible to bypass the protection on the Dompdf side by providing an empty `xlink:href` attribute. An attacker can exploit the vulnerability to call arbitrary URLs with arbitrary protocols if they provide an SVG file to the Dompdf. In PHP versions before 8.0.0, it leads to arbitrary unserialize, which will lead, at the very least, to arbitrary file deletion and might lead to remote code execution, depending on available classes. This vulnerability has been addressed in commit `95009ea98` which has been included in release version 2.0.3. Users are advised to upgrade. There are no known workarounds for this vulnerability.
1. "Dompdf is an HTML to PDF converter written in php" is the Affected Product.
2. "Due to the difference in the attribute parser of Dompdf and php-svg-lib" is the Root Cause.
3. "arbitrary unserialize, which will lead, at the very least, to arbitrary file deletion and might lead to remote code execution, depending on available classes" is the Impact.
4. "remote attackers" is the Attacker Type.
5. "providing an SVG file to the Dompdf" is the Attack Vector.
6. "arbitrary URL call with arbitrary protocols bypass" is the Vulnerability Type.
PDFio is a C library for reading and writing PDF files. In versions prior to 1.1.0 a denial of service (DOS) vulnerability exists in the pdfio parser. Crafted pdf files can cause the program to run at 100% utilization and never terminate. The pdf which causes this crash found in testing is about 28kb in size and was discovered via fuzzing. Anyone who uses this library either as a standalone binary or as a library can be DOSed when attempting to parse this type of file. Web servers or other automated processes which rely on this code to turn pdf submissions into plaintext can be DOSed when an attacker uploads the pdf. Please see the linked GHSA for an example pdf. Users are advised to upgrade. There are no known workarounds for this vulnerability.
1. "denial of service (DOS)" is the Impact.
2. "PDFio is a C library for reading and writing PDF files" is the Affected Product.
3. "In versions prior to 1.1.0 a denial of service (DOS) vulnerability exists in the pdfio parser" is the Root Cause.
4. "attempting to parse this type of file" is the Attack Vector.
5. "anyone who uses this library either as a standalone binary or as a library" is the Attacker Type.
6. "" is the Vulnerability Type.
ChurchCRM 4.5.3 and below was discovered to contain a stored cross-site scripting (XSS) vulnerability at /api/public/register/family.
1. "ChurchCRM 4.5.3 and below" is the Affected Product.
2. "stored cross-site scripting (XSS)" is the Vulnerability Type.
3. "" is the Root Cause.
4. "execute arbitrary code" is the Impact.
5. "remote attackers" is the Attacker Type.
6. "/api/public/register/family" is the Attacker Vector.
An issue in Mojoportal v2.7.0.0 and below allows an authenticated attacker to list all css files inside the root path of the webserver via manipulation of the ""s"" parameter in /DesignTools/ManageSkin.aspx
1. "An issue" is the Vulnerability Type.
2. "Mojoportal v2.7.0.0 and below" is the Affected Product.
3. "manipulation of the ""s"" parameter in /DesignTools/ManageSkin.aspx" is the Root Cause.
4. "list all css files inside the root path of the webserver" is the Impact.
5. "authenticated attacker" is the Attacker Type.
6. "via manipulation of the ""s"" parameter in /DesignTools/ManageSkin.aspx" is the Attacker Vector.
An issue in Mojoportal v2.7.0.0 allows an unauthenticated attacker to register a new user even if the Allow User Registrations feature is disabled.
1. "An issue" is the Vulnerability Type.
2. "Mojoportal v2.7.0.0" is the Affected Product.
3. "Allow User Registrations feature is disabled" is the Root Cause.
4. "register a new user" is the Impact.
5. "unauthenticated attacker" is the Attacker Type.
6. "" is the Attacker Vector.
Mojoportal v2.7.0.0 was discovered to contain a stored cross-site scripting (XSS) vulnerability in the Company Info Settings component. This vulnerability allows attackers to execute arbitrary web scripts or HTML via a crafted payload injected into the txtCompanyName parameter.
1. "Mojoportal v2.7.0.0" is the Affected Product.
2. "stored cross-site scripting (XSS)" is the Vulnerability Type.
3. "in the Company Info Settings component" is the Root Cause.
4. "execute arbitrary web scripts or HTML" is the Impact.
5. "attackers" is the Attacker Type.
6. "via a crafted payload injected into the txtCompanyName parameter" is the Attacker Vector.
An issue in the CSV Import function of ChurchCRM v4.5.3 and below allows attackers to execute arbitrary code via importing a crafted CSV file.
1. "An issue in the CSV Import function" is the Root Cause.
2. "ChurchCRM v4.5.3 and below" is the Affected Product.
3. "attackers" is the Attacker Type.
4. "execute arbitrary code" is the Impact.
5. "via importing a crafted CSV file" is the Attacker Vector.
6. "" is the Vulnerability Type.
ChurchCRM v4.5.3 and below was discovered to contain a SQL injection vulnerability via the Event parameter under the Event Attendance reports module.
1. "SQL injection vulnerability" is the Vulnerability Type.
2. "ChurchCRM v4.5.3 and below" is the Affected Product.
3. "via the Event parameter under the Event Attendance reports module" is the Attack Vector.
4. "execute arbitrary SQL commands" is the Impact.
5. "" is the Root Cause.
6. "" is the Attacker Type.
ChurchCRM v4.5.3 and below was discovered to contain a SQL injection vulnerability via the EID parameter at GetText.php.
1. "SQL injection vulnerability" is the Vulnerability Type.
2. "ChurchCRM v4.5.3 and below" is the Affected Product.
3. "via the EID parameter at GetText.php" is the Attacker Vector.
4. "execute arbitrary SQL commands" is the Impact.
5. "" is the Root Cause.
6. "" is the Attacker Type.
Paranoidhttp before 0.3.0 allows SSRF because [::] is equivalent to the 127.0.0.1 address, but does not match the filter for private addresses.
1. "Paranoidhttp before 0.3.0" is the Affected Product.
2. "because [::] is equivalent to the 127.0.0.1 address, but does not match the filter for private addresses" is the Root Cause.
3. "SSRF" is the Impact.
4. "" is the Vulnerability Type.
5. "" is the Attacker Type.
6. "" is the Attacker Vector.
isInList in the safeurl-python package before 1.2 for Python has an insufficiently restrictive regular expression for external domains, leading to SSRF.
1. "safeurl-python package before 1.2 for Python" is the Affected Product.
2. "insufficiently restrictive regular expression for external domains" is the Root Cause.
3. "SSRF" is the Impact.
4. "" is the Vulnerability Type.
5. "" is the Attacker Type.
6. "" is the Attacker Vector.
The user interface of Array Networks AG Series and vxAG through 9.4.0.470 could allow a remote attacker to use the gdb tool to overwrite the backend function call stack after accessing the system with administrator privileges. A successful exploit could leverage this vulnerability in the backend binary file that handles the user interface to a cause denial of service attack. This is fixed in AG 9.4.0.481.
1. "The user interface of Array Networks AG Series and vxAG through 9.4.0.470" is the Affected Product.
2. "remote attacker to use the gdb tool to overwrite the backend function call stack after accessing the system with administrator privileges" is the Attacker Type.
3. "leverage this vulnerability in the backend binary file that handles the user interface to a cause denial of service attack" is the Attack Vector.
4. "denial of service attack" is the Impact.
5. "" is the Vulnerability Type.
6. "" is the Root Cause.
The PdfBook extension through 2.0.5 before b07b6a64 for MediaWiki allows command injection via an option.
1. "The PdfBook extension through 2.0.5 before b07b6a64 for MediaWiki" is the Affected Product.
2. "" is the Root Cause.
3. "command injection" is the Impact.
4. "command injection" is the Vulnerability Type.
5. "attacker" is the Attacker Type.
6. "via an option" is the Attacker Vector.
