0, by specifying the name in the file parameter.
5, via a .. (dot dot) in the f parameter.
4, via a UDP DNS query with a spoofed source address
4, via a Trojan horse .exitops program
4, via a long HOME environment variable.
4, via a symlink attack and the -F command line argument.
3, by specifying a malicious program on the command line.
4, via a combination of the npd program and weak directory permissions.
2, by booting it with an emergency startup disk and using a disk editor to modify the on/off toggle or password in the aaaaaaaAPWD file
2, via the bck.log log file
1, by setting the HOSTNAME environmental variable to contain the commands to be executed.
1, by running Internet Explorer while the screen is still locked.
1, via malformed data to the localtracker client port (5011)
4, via a symlink attack on the dhcplog file.
3, by using a socket to connect to a port on the localhost
0, by submitting the file to at with the -f argument
4, via a symlink attack on the printers temporary file.
4, via a flood of HTTP GET requests to CGI programs
2, by starting programs from the process manager
2, via an HTTP POST request with a large content-length.
1, via encoded % characters in an HTTP request
0," by comparing server responses when a file exists (""""404 Forbidden"""") versus when a file does not exist (""""404 not found"""")."
0, by guessing the target filenames
4, via a ping request to a multicast address through the loopback interface
2, via the save option in the Database Manager
1, by starting Explorer from Office 97 applications (such as Word)
4, via a symlink attack on the /tmp/jetadmin.log file.
2, via long environmental variables.
3," via shell metacharacters in the """"user"""" parameter."
5, by specifying a full pathname of the target file as an argument to bar.phtml.
2, via certain command line arguments.
4, via a symlink attack on temporary .i
4, via a particular sequence of instructions
1, via HTML code that contains a long CLASSID parameter in an OBJECT tag.
4, via an e-mail message with certain dates
0, by reading from the /dev/tcx0 TCX device.
5, by pasting (CTRL-V) the contents into the username prompt.
2, via the Internet WebBrowser ActiveX object.
0, by pressing the ESC (Escape) key.
4, via a GET request with more than one leading / (slash) character in the filename.
4, via a long date string
4, via a long command line argument.
4, via a symlink attack on a temporary file.
0, by specifying the target file as the second argument to the snmpmagt program.
0, by sending improperly fragmented IP packets without the first fragment
2, via an HTTP request with (1) a long URL
3, by specifying a long shell or GECOS field.
0, via a small IFRAME that uses Dynamic HTML (DHTML) to send the data to the attacker
4, via a long --espeaker argument in programs such as nethack.
4, via a URL that includes the [ character.
3, via shell metacharacters.
4, via a symlink attack.
4, via a privilege leak of the iopl(3) privileges to child processes.
4, via a long HOME environment variable.
2, via the methods (1) vAddNewsServer or (2) bIsNewsServerConfigured.
3, by creating and/or modifing any file on the system.
4, via a long -nopr argument.
4, via a long HOME environmental variable.
1, via insecure system calls
4, via a symlink attack on the pic000.pnm file.
5, by attempting to execute the target filename as a program
4, via a symlink attack on the reply file.
4, via a symlink attack on (1) named_dump.db when root kills the process with a SIGINT
4, via (1) LIST
4, via long (1) precache paths
5, via a TCP packet with a null header and data field.
4, via a long HELO command.
4, via a long initial connect packet.
1, via insecure permissions on files and directories such as crash.
4, via a .. (dot dot) in a URL.
4, via (1) a long PASS command in the POP3 service
2, via an infected mail message with shell metacharacters in the reply-to field.
0, via messages with incorrect sender and recipient addresses
1, by offering more than 128 bytes in a MAIL FROM string.
4, via a long (1) user name or (2) password.
2, via the GetNextText command on a Shockwave movie.
5, via a long IMG_SRC HTML tag.
5, via a long password argument to the login.htm file in its HTTP service.
4, via a long HOME environmental variable.
4," via an e-mail message with shell metacharacters in the """"MAIL FROM"""" command."
4, via a long NLST (ls) command.
5, by replacing a character in the URL with its HTTP-encoded (hex) equivalent.
0," by specifying the target file in the """"file"""" parameter."
4, via a long URL.
4, via a long subject line.
4, via (1) a long user name or (2) a long password.
4, via a CTRL-D (control d) character
1, via ICMP redirect storm.
4, via a symlink attack on a temporary file.
3, by connecting to default port 6004 and sending repeated extended characters.
4, via (1) TestTrackWeb.exe and (2) ttcgi.exe by connecting to port 99 and disconnecting without sending any data.
4, via a long PORT command.
4, via a flood of spoofed UDP connection packets
4, via a long -o parameter.
4, via a long -f parameter
4," via """"long input strings."""""
2, via long arguments to the OpenHelp method.
3, by creating a large number of arbitrary files on the target machine.
4, via a large number of SNMP packets with Object Identifiers (OIDs) that cannot be decoded.
4, via a long hostname command line argument.
2, via unknown attack vectors.
4," via """".."""" sequences in the image parameter"
5, via a 1Ch registration that causes WINS to change the domain controller to point to a malicious server.  NOTE: this problem may be limited when Windows 95/98 clients are used
4, via a long ramgen request.
4, via a long GET request.
4, via a long environmental variable.
5, by inserting a . (dot) into the URL.
4, via a symlink attack.
1, via memory mapped file names.
4, via shell metacharacters in the TLD parameter.
4, via a long GET request.
2, by including shell metacharacters in a .wav file
4, via a symlink attack.
4, via a long username.
4, via a long parameter.
2, via the .wmmonrc configuration file.
4, via a large number of connections.
4, via a request to a non-existent script in /cgi-bin.
4, via a long URL.
4, via a long username/password authorization string.
4, via a symlink attack.
2, via the external.NavigateAndFind function.
4, via a symlink attack.
1, by adding files to the /var/dmi/db database.
4, via a symlink attack.
5, by adding a malformed file to the /var/dmi/db database.
3, via shell metacharacters.
0, by specifying an alternate configuration file.
4, via a .. (dot dot) in the query.cgi CGI program.
4, via metacharacters in the SITE ZIPCHK command.
4, via a long HELO command.
4, via a long GET request.
2, via the GRANT privilege.
4, via a malformed URL within an ICQ message.
4, via a long URL within a message.
5, by specifying an alternate PATH for the cp program.
4, via a long entry in a .pls file.
2, by specifying explicit URLs.
4, via a URL.
4, via PAM and a .. (dot dot) attack.
4, via a malformed IMAP request.
4, via a .. (dot dot) attack.
4, via a long -n option.
4, via a long user name.
0, by specifying the filename in a parameter to the script.
4, via a malformed URL that includes shell metacharacters.
5, via a long GET request.
4, via a malformed URL request.
4, via a symlink attack.
5, by requesting non-existent files with .ida or .idq extensions.
4, via a malformed control word.
4, via a password file with improper permissions.
1, via malformed entries in vi.recover.
1, by specifying an alternate PATH which aserver uses to find the ps and grep commands.
1, by specifying an alternate PATH which aserver uses to find the awk command.
4, via a request for a nonexistent URL.
4, via a symlink attack.
4, via HTML.
4, via a symlink attack.
4, via a long username or password.
4, via a symlink attack when the -j option is being used.
1, by modifying the /proc/pid/mem interface via a modified file descriptor for stderr.
4, via a long LIST command.
4, via a request to an Internet Data Query file that does not exist.
5, via a long prompt argument.
1, via hidden form fields.
2, via hidden form fields.
2, via hidden form fields.
1, via hidden form fields.
4, via a script that accesses a variable that references subsequent email messages that are read by the client.
1, via hidden form fields.
4, via a symlink attack.
2, via hidden form fields.
2, via hidden form fields.
0, via an RPC POST request to shtml.dll in the /_vti_bin/ virtual directory.
0, via invalid regular expressions in a Visual Basic script in an ASP page.
2, via the bAuthenticated parameter.
5, by creating a subdirectory with the victim's SID in the recycler directory
4, via a GET request to the htimage.exe CGI program.
2, via hidden form fields.
4, via a .. (dot dot) attack.
3, via shell metacharacters.
3, by performing a LIST command on a malformed .lnk file.
2, via long MKD and CWD commands.
2, via the getSystemResourceAsStream function.
2, via the STOR
1, via hidden form fields.
2, via hidden form fields.
1, via hidden form fields.
2, via hidden form fields.
4, via a malformed RETR command.
4, via a large number of connections.
4, via shell metacharacters in the topic hidden field.
3, via connections to port 407 and 1417.
2, uses the standard system password database for authentication
4, via a long URL to the servlet.
4, via a short check string.
4, via a null character (%00) at the end of a URL.
1, by forcing it to send malicious packets that Firewall-1 misinterprets as a valid 227 response to a client's PASV attempt.
4, via a .... (dot dot) attack.
4, via a symlink attack.
0, by modifying the PSL contents in the debugging process.
4, via a long MAIL FROM command to the SMTP daemon.
0, by stating that the software's manufacturer is Microsoft.
4, via a malicious Java applet that escapes the Java sandbox
4, via a configuration file.
4, via a long login name.
3, by creating a mail file with a long name and a .txt.eml extension in the pickup directory.
4, via a pathname that includes file device names
0, via a malformed URL that includes '?&'.
2, via the MANPAGER environmental variable.
4, via a .. (dot dot) attack.
4, via a long GET command.
3, by requesting a URL for a directory or file that does not exist.
4, via shell metacharacters.
4, via a large number of connections to port 5555.
4, via a .. (dot dot) attack.
4, via a large number of GET commands
2, via the DCC chat capability.
4, via a long command line argument.
4, via a .. (dot dot) attack or execute commands via shell metacharacters.
4, via a .. (dot dot) attack or execute commands via shell metacharacters.
2, via an HTTP request to the application.cfm or onrequestend.cfm files.
4, via a message with a malformed ASCII value.
4, via a .. (dot dot) attack.
2, via the -x or -f parameters.
0, via the -T parameter
1, via malformed MIME headers in an email message.
4, via a malformed CIL (clip art library) file
4, via a malformed Select statement in an SQL query.
1, via malformed data to port 12345.
2, by making 5 connections to port 12345
4, via shell metacharacters.
0, by enclosing the file name with backticks (`) in parameters to htsearch.
4, via a long URL in a malicious web page.
4, via a series of client handshake packets that are sent in an improper sequence
1, via malformed terminal client configuration information.
4, via a long relative pathname.
0, by booting single user and hitting ^C at the password prompt.
5, via a zero length UDP packet to the SNMP port.
4, via a long parameter.
4, via a symlink attack.
3, by requesting a large buffer in a POST or PUT command which consumes memory
3, by sending a malformed request that causes the manager to halt
2, via the imwheel-solo script and a long HOME environmental variable.
0, via web publishing tags such as ?wp-ver-info and ?wp-cs-dump.
4, via a GET request for the /publisher directory
4, via a long URL.
4, via a long mail_user parameter in the GET request.
4, via a /........../ in the URL
4, via shell metacharacters.
5, via a short GET request to cgi-bin.
2, via the configuration capability in the frcactrl program.
4, via a shell metacharacters in a form variable.
2, via hidden form fields.
4, via a URL that references either the env
4, via a scan for the FormMail CGI program.
4, via a long URL.
0, by sending many URLs with a large number of escaped characters
4, via a .. (dot dot) attack.
4, via a malformed request.
4, via a malformed request.
4, via its Add/Remove Programs applet.
4, via a malicious applet that interacts with the Java JSObject to modify the DOM properties to set the IFRAME to an arbitrary Javascript URL.
1, by sending the ENVIRON option to the Telnet daemon before it is ready to accept it
2, by sending malformed input to the server at port 7070.
0, by terminating the connection before PCAnywhere provides a login prompt.
3, by accessing a file or directory with a long name.
0, via malformed direct system calls using interrupt 37.
0, by accessing the URL for the slxweb.dll administration program
1, via malformed packets whose length field is less than the length of the headers.
4, via a long Location URL.
4, via a long message.
4, via a .. (dot dot) attack on the webplus CGI program.
2, via the pmcd daemon.
0, via LIST or other commands.
4, via a long -xkbmap parameter.
1, via malformed input to the server.
4, via shell metacharacters in the dbname parameter.
4, via a modified form variable.
0, by modifying the external source IP address and port number to match those of an established connection.
4, via a long GET request.
3, by embedding a long URL within a document.
4, via a ping flood to the Ethernet interface
2, via the screen_add command.
1, by embedding shell metacharacters into file names that are processed by fcheck.
2, via the rightAccessAllForums or rightModerateAllForums variables.
2, via an HTTP request with long headers such as Accept.
2, via the AUTH CRAM-MD5 command.
3, by appending a %20 to the filename in the CiWebHitsFile argument to the null.htw URL.
4, via a dot dot (..) attack.
4, via a malformed request to the inetinfo.exe program
4, via a long message.
5, by sending a large number of fragmented packets.
0, by modifying an unprotected attribute
5, via an argv[] that is not NULL terminated
1, by providing traceroute with a large waittime (-w) option
4, via a long -d option.
4, via a long -r option.
4, via a dot dot (..) attack.
4, via a long user name.
3, via shell metacharacters.
4, via a database query
4, via a TCP SYN scan
4, via a database query
2, via an applet containing an illegal cast operation
2, via an attachment and an embedded script in an HTML mail
4, via a long file name string
4, via a long environment variable
4, via a pathname string that includes a dot dot (..) and ends with a null byte.
4, via a symlink attack.
4, via a long -dev parameter.
2, via the DISPLAY environmental variable.
4, via a long login name.
4, via a long MAIL FROM mail header.
4, via a negative size value.
2, via the show command.
2, via an invalid range request to the web server.
4, via a NetBIOS session request packet with a NULL source name.
0, via an index.html file which executes lynx and obtains a uudecoded file from a malicious web server
5, via a long If-Modified-Since header.
4, via a maliciously formatted article.
2, via the /tmp directory.
4, via shell metacharacters in the -D option for the rmail command.
4, via a symlink attack.
4, via a long HTTP GET request.
4, via a malformed request
3, by requesting a URL that contains a %% string.
3, by referencing a non-existing database in the db parameter.
2, via the XML publishing or email capabilities.
4, via a long TERMCAP environmental variable.
0, by sending malformed IP packets that trigger NetProwler's Man-in-the-Middle signature.
4, via a long HTTP request.
4, via a long query_string parameter in the HTTP GET request.
4, via a long user name.
5, via a long query string.
3, by sending a large number of host announcement requests to the master browse tables
3, by sending a ResetBrowser frame to the Master Browser
4, via a malformed DNS response packet.
4, via a long -p option.
4, via a long
1, by making repeated requests to a CFCACHE tagged cache file that is not stored in memory.
2, via the env_report parameter.
1, via malformed input variables.
4, via a mail or news message that has a .jpg or .bmp attachment with a long file name.
0, by redirecting their requests to NTMail's web configuration server.
4, via a long username or password.
1, via oversized ICMP echo (ping) requests.
4, via shell metacharacters.
4, via a long utoken parameter.
2, via long parameters such as group
4, via shell metacharacters.
3, by referencing UltraBoard in the Session parameter
0, by resetting the PIN in the EEPROM.
4, via a long filename for a uuencoded attachment.
4, by appending /expdate to the URL request.
4, via shell metacharacters.
4, via a .. (dot dot) attack.
4, via a long mountpoint parameter.
1, by including that domain name and escaped characters in a URL
3, by sending a packet with an unaligned IP timestamp option.
5, via a formatting string in the From: header
4, via a .. (dot dot) attack.
4, via a malformed URL to port 8000.
4, via a long string.
4, via a long configuration parameter to the WebShield remote management service.
0, via oversized or fragmented ICMP packets.
4, via a long MAIL FROM command.
5, via a negative counter value in a malformed TCP packet that is sent to port 6000.
2, via the dev parameter.
4, via a long -mode option.
0, by requesting the file and appending a large number of encoded spaces (%20) and terminated with a .htr extension
4, via a long DISPLAY environmental variable.
3, via fragmented TCP packets.
4, via a buffer overflow in the ActiveX parameter parsing capability
3, via shell metacharacters.
4, via a long password in the screen locking function.
4, via a symlink attack.
4, via a .. (dot dot) attack.
4, via a malformed authentication request.
4, via a long pathname.
5, via a cancel request containing a long message ID.
4, via a long GET request for a program in the cgi-bin directory.
4, via a malformed request for a page in the viewsource directory.
4, via a .zip file that contains long file names.
4, via a long USER command.
4, via a long username.
2, via an attachment with a long file name.
5, by sending a large number of malformed fragmented IP packets.
2, via the Data Transformation Service (DTS) package Properties dialog
5, via a malformed packet with a long length field.
4, via a long RCPT TO mail command.
4, via a long ETRN request.
4, via a long string.
4, via a malformed request
5, by requesting a URL which provides the JSP extension in upper case.
5, by requesting a URL which provides the JSP extension in upper case.
5, by requesting a URL which provides the JSP extension in upper case.
5, by requesting a URL beginning with /file/
5, by entering a UIDL command and quickly exiting the server.
2, via the NavigateComplete2 event.
3, by specifying a large value which is not properly checked by the SKIP_STRING macro.
3, by requesting a URL containing a large number of / characters.
0, by setting the capabilities to prevent a setuid program from dropping privileges
4, via a long HELO command.
4, via a malformed request.
4, via a long hostname.
4, via a malformed IPP request.
4, via a CGI POST request.
3, by authenticating with a user name that does not exist or does not have a shadow password.
4, via a long tape name.
4, via a GET request that does not include the HTTP version number.
5, by flooding the server's authentication request port with UDP packets
4, via a long MKD command.
2, by sending email messages with blank fields such as BCC
4, via a .. (dot dot) attack.
3, via shell metacharacters.
4, via a long HTTP request.
1, by flooding the /dev/gpmctl device with STREAM sockets.
0, by specifying an alternate configuration file with the BRUEXECLOG environmental variable.
4, via a long login password.
0, via viewsource.jsp) or obtain configuration information.
2, via the CMD command.
5, via malformed DCE/RPC SMBwriteX requests that contain an invalid data length.
4, via a long -c (carbon copy) parameter.
2, via the lastrealm variable in the set_tgtkey function.
2, via the localrealm variable in the process_v4 function.
2, via the e_msg variable in the kerb_err_reply function.
2, via the translated_path hidden form field.
4, via a large number of POST requests.
3, by sending a large user name to the user dialog running on port 8002.
4, via a long GET request.
2, via the Alarm service (OVALARMSRV) on port 2345.
4, via a long HTTP GET request.
3, by uploading and specifying an alternate user configuration file via a .. (dot dot) attack.
4, via a symlink attack.
4, via a long Date field in an email header
5, by sending a malformed DNS UDP packet to its internal interface.
4, via a long GET request.
4, via a malformed URL.
4, via a .. (dot dot) attack.
5, by sending a continuous stream of binary zeros to various TCP and UDP ports
5, by sending a continuous stream of binary zeros
3, by sending a stream of invalid commands (such as binary zeros) to the SMTP Security Server proxy.
5, via an SR_INIT command with a long user name or group name.
3, via shell metacharacters.
2, via the SUMMON command.
0, by using the file name completion capability.
