CVE-2002-0809,"Bugzilla 2.14 before 2.14.2, and 2.16 before 2.16rc2,",, has the effect of removing group permissions on bugs when buglist.cgi is provided with the encoded field names.,," does not properly handle URL-encoded field names that are generated by some browsers, which could cause certain fields to appear to be unset, which",
CVE-2002-1572,Signed integer overflow in the bttv_read function in the bttv driver (bttv-driver.c) in Linux kernel before 2.4.20,, has unknown impact and attack vectors.,,,
CVE-2002-1573,Unspecified vulnerability in the pcilynx ieee1394 firewire driver (pcilynx.c) in Linux kernel before 2.4.20,," has unknown impact and attack vectors, related to """"wrap handling.""""",,,
CVE-2002-1574,Buffer overflow in the ixj telephony card driver in Linux before 2.4.20,, has unknown impact and attack vectors.,,,
CVE-2002-1686,Buffer overflow in lscfg of unknown versions of AIX,, has unknown impact.,,,
CVE-2002-1769,"Microsoft Site Server 3.0 prior to SP4 installs a default user, LDAP_Anonymous, with a default password of LdapPassword_1, which",," allows remote attackers the """"Log on locally"""" privilege.",,,
CVE-2002-2209,"Unspecified """"security vulnerability"""" in Baby FTP Server versions before November 7, 2002",, has unknown impact and attack vectors.,,,
CVE-2002-2218,"CRLF injection vulnerability in the setUserValue function in sipssys/code/site.inc.php in Haakon Nilsen simple, integrated publishing system (SIPS) before 20020209",," has unknown impact, possibly gaining privileges or modifying critical configuration,",via a CRLF sequence in a key value.,,
CVE-2002-2374,Unspecified vulnerability in pprosetup in Sun PatchPro 2.0,," has unknown impact and attack vectors related to """"unsafe use of temporary files.""""",,,
CVE-2002-2444,Snoopy before 2.0.0,, has a security hole in exec cURL,,,
CVE-2002-2445,"GE Healthcare Millennium MG, NC, and MyoSIGHT",," has a default password of (1) root.genie for the root user, (2) """"service."""" for the service user, (3) admin.genie for the admin user, (4) reboot for the reboot user, and (5) shutdown for the shutdown user, which has unspecified impact and attack vectors.",,,
CVE-2002-2446,"GE Healthcare Millennium MG, NC, and MyoSIGHT",," has a password of insite.genieacq for the insite account that cannot be changed without disabling product functionality for remote InSite support, which has unspecified impact and attack vectors.",,,
CVE-2003-0242,IPSec in Mac OS X before 10.2.6,, allow traffic that is not explicitly allowed by the policies.,," does not properly handle certain incoming security policies that match by port, which could",
CVE-2003-0904,"Microsoft Exchange 2003 and Outlook Web Access (OWA),",," has been disabled as an authentication method for IIS 6.0, e.g. when SharePoint Services 2.0 is installed.",," when configured to use NTLM authentication, does not properly reuse HTTP connections, which can cause OWA users to view mailboxes of other users when Kerberos",
CVE-2003-0913,Unknown vulnerability in the Terminal application for Mac OS X 10.3 (Client and Server) may,," allow """"unauthorized access.""""",,,
CVE-2003-1092,"Unknown vulnerability in the """"Automatic File Content Type Recognition (AFCTR) Tool version of the file package before 3.41, related to """"a memory allocation problem,",, has unknown impact.,,,
CVE-2003-1525,"Unspecified vulnerability in My Photo Gallery 3.5, and possibly earlier versions,",, has unknown impact and attack vectors.,,,
CVE-2003-1551,Unspecified vulnerability in Novell GroupWise 6 SP3 WebAccess before Revision F,," has unknown impact and attack vectors related to """"malicious script.""""",,,
CVE-2003-1595,NWFTPD.nlm before 5.04.05 in the FTP server in Novell NetWare 6.5,, has unspecified impact and attack vectors.,," does not properly perform """"intruder detection, which",
CVE-2003-1603,GE Healthcare Discovery VH,," has a default password of (1) interfile for the ftpclient user of the Interfile server or (2) """"2"""" for the LOCAL user of the FTP server for the Codonics printer, which has unspecified impact and attack vectors.",,,
CVE-2003-5001,** UNSUPPORTED WHEN ASSIGNED ** A vulnerability was found in ISS BlackICE PC Protection and classified as critical. Affected by this issue is the component Cross Site Scripting Detection. The manipulation as part of POST/PUT/DELETE/OPTIONS Request leads to privilege escalation. The attack may be launched remotely. The exploit,, has been disclosed to the public and may be used. It is recommended to upgrade the affected component. NOTE: This vulnerability only affects products that are no longer supported by the maintainer.,,,
CVE-2003-5002,** UNSUPPORTED WHEN ASSIGNED ** A vulnerability was found in ISS BlackICE PC Protection. It,, has been declared as problematic. Affected by this vulnerability is the component Update Handler which allows cleartext transmission of data. NOTE: This vulnerability only affects products that are no longer supported by the maintainer.,,,
CVE-2003-5003,** UNSUPPORTED WHEN ASSIGNED ** A vulnerability was found in ISS BlackICE PC Protection. It,, has been rated as problematic. Affected by this issue is the Update Handler. The manipulation with an unknown input leads to cross site scripting. The attack may be launched remotely. The exploit has been disclosed to the public and may be used. NOTE: This vulnerability only affects products that are no longer supported by the maintainer.,,,
CVE-2004-0080,The login program in util-linux 2.11 and earlier,," has been freed and reallocated, which could cause login to leak sensitive data.",, uses a pointer after it,
CVE-2004-0086,Unknown vulnerability in the Mail application for Mac OS X 10.3.2,," has unknown impact and attack vectors, a different vulnerability than CVE-2004-0085.",,,
CVE-2004-0090,Unknown vulnerability in Windows File Sharing for Mac OS X 10.1.5 through 10.3.2,, has unknown impact and attack vectors.,," does not """"shutdown properly, which",
CVE-2004-0139,"Unknown vulnerability in the bsd.a kernel networking for SGI IRIX 6.5.22 through 6.5.25, and possibly earlier versions, in which """"t_unbind changes t_bind's behavior,",, has unknown impact and attack vectors.,,,
CVE-2004-0428,"Unknown vulnerability in CoreFoundation in Mac OS X 10.3.3 and Mac OS X 10.3.3 Server, related to """"the handling of an environment variable,",, has unknown attack vectors and unknown impact.,,,
CVE-2004-0513,Unspecified vulnerability in Mac OS X before 10.3.4,," has unknown impact and attack vectors related to """"logging when tracing system calls.""""",,,
CVE-2004-0518,"Unknown vulnerability in AppleFileServer for Mac OS X 10.3.4, related to """"the",, has unknown impact and attack vectors.,," use of SSH and reporting errors,",
CVE-2004-0686,"Buffer overflow in Samba 2.2.x to 2.2.9, and 3.0.0 to 3.0.4,",, has unknown impact and attack vectors.,," when the """"mangling method = hash"""" option is enabled in smb.conf,",
CVE-2004-0924,"NetInfo Manager on Mac OS X 10.3.x through 10.3.5, after an initial root login, reports the root account as being disabled, even",, has not.,, when it,
CVE-2004-1463,"Unknown vulnerability in the PageEditor in MoinMoin 1.2.2 and earlier, related to Access Control Lists (ACL),",, has unknown impact.,,,
CVE-2004-1891,"The ftp_syslog function in ftpd in SGI IRIX 6.5.20 """"doesn't work with anonymous FTP, which",," has an unknown impact, possibly preventing the actions of anonymous users from being logged.",,,
CVE-2004-2142,Unknown vulnerability in the remote tape support (remote.c) in the RMT client for Jorg Schilling sdd 1.28 and 1.31,, has unknown impact and attack vectors.,,,
CVE-2004-2148,"Unknown local vulnerability in the """"change user"""" feature of Slava Astashonok Fprobe 1.0.5 and earlier",, has unknown impact and attack vectors.,,,
CVE-2004-2187,"Unknown vulnerability in ImagePage for MediaWiki 1.3.5, related to """"filename validation,",, has unknown impact and attack vectors.,,,
CVE-2004-2190,Directory traversal vulnerability in Unzoo 4.4-2,, has unknown impact and attack vectors.,,,
CVE-2004-2233,"Unknown """"front page vulnerability with Moodle servers"""" for Moodle before 1.3.2",, has unknown impact and attack vectors.,,,
CVE-2004-2235,Unknown vulnerability in Moodle before 1.2,," has unknown impact and attack vectors, related to improper filtering of text.",,,
CVE-2004-2236,Unknown vulnerability in Moodle before 1.3.3,," has unknown impact and attack vectors, related to language setting.",,,
CVE-2004-2237,Unknown vulnerability in Moodle before 1.3.4,," has unknown impact and attack vectors, related to """"strings in Moodle texts.""""",,,
CVE-2004-2238,** DISPUTED ** Format string vulnerability in vsybase.c in vpopmail 5.4.2 and earlier,," has unknown impact and attack vectors.  NOTE: in a followup post, it was observed that the source code used constants that, when compiled, became static format strings.  Thus this is not a vulnerability.",,,
CVE-2004-2247,"Unknown vulnerability in the """"admin of paypal email addresses"""" in AudienceConnect before 1.0.beta.21",, has unknown impact and attack vectors.,,,
CVE-2004-2248,Unknown vulnerability in RemoteEditor before 0.1.1,," has unknown impact and attack vectors, related to """"oversize submissions.""""",,,
CVE-2004-2249,"Unknown vulnerability in the """"access code"""" in SecureEditor before 0.1.2",," has unknown impact and attack vectors, possibly involving a bypass of IP address restrictions.",,,
CVE-2004-2250,"Unknown vulnerability in the """"access code"""" in RemoteEditor before 0.1.6",," has unknown impact and attack vectors, possibly involving a bypass of IP address restrictions.",,,
CVE-2004-2274,Unknown vulnerability in Jigsaw before 2.2.4,," has unknown impact and attack vectors, possibly related to the parsing of the URI.",,,
CVE-2004-2278,Unknown cross-site scripting (XSS) vulnerability in the web GUI in vHost before 3.10r1,, has unknown impact and attack vectors.,,,
CVE-2004-2396,passwd 0.68,," has unknown impact and attack vectors that may prevent """"safe and proper operation"""" of PAM.",," does not check the return code for the pam_start function, which",
CVE-2004-2406,"Unknown """"overflow"""" in the phpgw_config table for phpGroupWare before 0.9.14.002",, has unknown attack vectors and impact.,,,
CVE-2004-2407,Unknown vulnerability in phpGroupWare before 0.9.14.002,," has unknown attack vectors and impact, related to a """"security hole"""" in the Setup/Config functionality.",,,
CVE-2004-2441,Unspecified vulnerability in Kerio MailServer before 6.0.3,," has unknown impact and unknown remote attack vectors, related to a """"potential security issue.""""",,,
CVE-2004-2453,"Unknown vulnerability in Tutti Nova 0.10 through 0.12 (Beta) and 0.9.4,",, has unknown impact and attack vectors.,," when register_globals is enabled,",
CVE-2004-2470,Unspecified vulnerability in MadBMS before 1.1.5,," has unknown impact and attack vectors, related to logins.",,,
CVE-2004-2500,Unknown vulnerability in IlohaMail before 0.8.14-rc1,, has unknown impact and attack vectors.,,,
CVE-2004-2537,Unspecified vulnerability in SurgeMail before 2.2c10,," has unknown impact and attack vectors, related to a """"Webmail security bug.""""",,,
CVE-2004-2590,Unspecified vulnerability in meindlSOFT Cute PHP Library (aka cphplib) 0.46,," has unknown impact and attack vectors, related to regular expressions.",,,
CVE-2004-2613,Unspecified vulnerability in procfs in the Linux-VServer stable branch for the 2.4 kernel before 1.23 and Linux-VServer development branch for the 2.4 kernel before 1.3.5,," has unspecified impact and attack vectors, related to """"write access to specific proc entries from a vserver context"""", a different vulnerability than CVE-2004-2408.",,,
CVE-2004-2623,"Unknown vulnerability in Rippy the Aggregator before 0.10,",," has unknown attack vectors and impact, possibly related to the """"user-controlled filter.""""",," when register_globals is enabled,",
CVE-2004-2644,Unspecified vulnerability in ASN.1 Compiler (asn1c) before 0.9.7,," has unknown impact and attack vectors when processing """"ANY"""" type tags.",,,
CVE-2004-2645,Unspecified vulnerability in ASN.1 Compiler (asn1c) before 0.9.7,," has unknown impact and attack vectors when processing """"CHOICE"""" types with """"indefinite length structures.""""",,,
CVE-2004-2744,Unspecified vulnerability in Tincan Limited PHPlist before 2.8.12,," has unknown impact and attack vectors, related to a """"security update release.""""",,,
CVE-2004-2777,GE Healthcare Centricity Image Vault 3.x,," has a password of (1) gemnet for the administrator account, (2) webadmin for the webadmin administrator account of the ASACA DVD library, (3) an empty value for the gemsservice account of the Ultrasound Database, and possibly (4) gemnet2002 for the gemnet2002 account of the GEMNet license server, which has unspecified impact and attack vectors.  NOTE: it is not clear whether this password is default, hardcoded, or dependent on another system or product that requires a fixed value.",,,
CVE-2005-0417,"Unknown """"high risk"""" vulnerability in DB2 Universal Database 8.1 and earlier",," has unknown impact and attack vectors.  NOTE: due to the delayed disclosure of details for this issue, this candidate may be SPLIT in the future.  In addition, this may be a duplicate of other issues as reported by the vendor.",,,
CVE-2005-0927,Unknown vulnerability in subs.pl for WebAPP 0.9.9 through 0.9.9.2,," has unknown impact and attack vectors, probably involving shell metacharacters or .. sequences.",,,
CVE-2005-10001,** UNSUPPORTED WHEN ASSIGNED ** A vulnerability was found in Netegrity SiteMinder up to 4.5.1 and classified as critical. Affected by this issue is the file /siteminderagent/pwcgi/smpwservicescgi.exe of the component Login. The manipulation of the argument target leads to an open redirect. The exploit,, has been disclosed to the public and may be used. NOTE: This vulnerability only affects products that are no longer supported by the maintainer.,,,
CVE-2005-1069,Unknown vulnerability in sCssBoard 1.11 and earlier,," has unknown impact, related to """"an exploit on the Profile page.""""",,,
CVE-2005-1131,Unknown vulnerability in Veritas i3 Focalpoint Server 7.1 and earlier,," has unknown attack vectors and unknown but """"critical"""" impact.",,,
CVE-2005-1449,Unknown vulnerability in serendipity_config_local.inc.php for Serendipity before 0.8,, has unknown impact.,,,
CVE-2005-1450,"Unknown vulnerability in """"the function used to validate path-names for uploading media"""" in Serendipity before 0.8",, has unknown impact.,,,
CVE-2005-1505,"The new account wizard in Mail.app 2.0 in Mac OS 10.4,",," has already been sent, which causes the password to be sent in plaintext.",," when configuring an IMAP mail account and checking the credentials, does not prompt the user to use SSL until after the password",
CVE-2005-1627,"Unknown vulnerability in Viewglob before 2.0.1, related to """"a potential security issue with the Viewglob display and ssh X forwarding,",, has unknown impact.,,,
CVE-2005-1630,"Unknown vulnerability in Attachment Mod before 2.3.13, related to a """"serious issue with realnames,",, has unknown impact and attack vectors.,,,
CVE-2005-1897,Unknown vulnerability in FlexCast Audio Video Streaming Server before 2.0,, has unknown impact and attack vectors.,,,
CVE-2005-2222,Unknown vulnerability in the HTTPMail service in MailEnable Professional before 1.6,, has unknown impact and attack vectors.,,,
CVE-2005-2349,Zoo 2.10,, has Directory traversal,,,
CVE-2005-2504,"The System Profiler in Mac OS X 10.4.2 labels a Bluetooth device with """"Requires Authentication: No"""" even",," has selected the """"Require pairing for security"""" option, which could confuse users about which setting is valid.",, when the user,
CVE-2005-2606,"Unknown vulnerability in the """"frontend authentication"""" in PHlyMail 3.02.00",, has unknown impact and attack vectors.,,,
CVE-2005-2615,Unknown vulnerability in session.php in EQdkp before 1.3.0,," has unknown impact and attack vectors, possibly involving auto_login_id.",,,
CVE-2005-2659,"Buffer overflow in the LZX decompression in CHM Lib (chmlib) 0.35, as used in products such as KchmViewer,",, has unknown impact and attack vectors.,,,
CVE-2005-3041,"Unspecified """"drag-and-drop vulnerability"""" in Opera Web Browser before 8.50 on Windows",," allows """"unintentional file uploads.""""",,,
CVE-2005-3056,TWiki,, allows arbitrary shell command execution,via the Include function,,
CVE-2005-3068,Unspecified vulnerability in Eric Integrated Development Environment (eric3) before 3.7.2,," has unknown impact and attack vectors related to a """"potential security exploit.""""",,,
CVE-2005-3339,"Mantis before 0.19.3 caches the User ID longer than necessary, which",, has unknown impact and attack vectors.,,,
CVE-2005-3355,Directory traversal vulnerability in GNU Gnump3d before 2.9.8,, has unknown impact,"via """"CGI parameters, and cookie values"""".",,
CVE-2005-3437,Unspecified vulnerability in the PL/SQL component in Oracle Database Server 9i up to 10.1.0.4,," has unknown impact and attack vectors, aka Oracle Vuln# DB01.",,,
CVE-2005-3440,Unspecified vulnerability in Database Scheduler in Oracle Database Server 10g up to 10.1.0.3,," has unknown impact and attack vectors, aka Oracle Vuln# DB08.",,,
CVE-2005-3441,Unspecified vulnerability in Intelligent Agent in Oracle Database Server 9i up to 9.0.1.5,," has unknown impact and attack vectors, aka Oracle Vuln# DB14.",,,
CVE-2005-3443,Unspecified vulnerability in the Spatial component in Oracle Database Server from 9i up to 10.1.0.3,," has unknown impact and attack vectors, aka Oracle Vuln# DB17.",,,
CVE-2005-3446,Unspecified vulnerability in Internet Directory in Oracle Database Server 9i up to 9.2.0.6 and Application Server 9.0.2.3 up to 10.1.2.0,," has unknown impact and attack vectors, aka Oracle Vuln# DB32 and AS06.",,,
CVE-2005-3447,Unspecified vulnerability in Single Sign-On in Oracle Database Server 10g up to 10.1.0.4.2 and Application Server 9.0.2.3 up to 9.0.4.2,," has unknown impact and attack vectors, aka Oracle Vuln# DB33 and AS08.",,,
CVE-2005-3448,Unspecified vulnerability in the OC4J Module in Oracle Application Server 9.0 up to 10.1.2.0.2,," has unknown impact and attack vectors, as identified by Oracle Vuln# AS01.",,,
CVE-2005-3450,Unspecified vulnerability in the HTTP Server in Oracle Application Server 1.0 up to 9.0.2.3,," has unknown impact and attack vectors, as identified by Oracle Vuln# AS04.",,,
CVE-2005-3451,Unspecified vulnerability in SQL*ReportWriter in Oracle Application Server 9.0 up to 9.0.2.1,," has unknown impact and attack vectors, as identified by Oracle Vuln# AS10.",,,
CVE-2005-3452,Unspecified vulnerability in Web Cache in Oracle Application Server 1.0 up to 9.0.4.2,," has unknown impact and attack vectors, as identified by Oracle Vuln# AS13.",,,
CVE-2005-3453,Multiple unspecified vulnerabilities in Web Cache in Oracle Application Server 1.0 up to 10.1.2.0,," has unknown impact and attack vectors, as identified by Oracle Vuln# (1) AS12 and (2) AS14.",,,
CVE-2005-3457,Unspecified vulnerability in Oracle E-Business Suite and Applications 11.0 up to 11.5.10,," has unknown impact and attack vectors, as identified by Oracle Vuln# APPS08 in HRMS.",,,
CVE-2005-3458,Unspecified vulnerability in Oracle E-Business Suite and Applications 11.0 up to 11.5.9,," has unknown impact and attack vectors, as identified by Oracle Vuln# APPS19 in Workflow Cartridge.",,,
CVE-2005-3459,Unspecified vulnerability in Oracle E-Business Suite and Applications 4.5 up to 4.5.1,," has unknown impact and attack vectors, as identified by Oracle Vuln# APPS22 in Oracle Clinical.",,,
CVE-2005-3460,Unspecified vulnerability in Oracle Agent in Oracle Enterprise Manager 9.0.4.1 up to 10.1.0.4,," has unknown impact and attack vectors, as identified by Oracle Vuln# EM01.",,,
CVE-2005-3461,Unspecified vulnerability in PeopleTools in Oracle PeopleSoft Enterprise 8.42 up to 8.45.17,," has unknown impact and attack vectors, as identified by Oracle Vuln# PSE01.",,,
CVE-2005-3462,Unspecified vulnerability in PeopleTools in Oracle PeopleSoft Enterprise 8.44 up to 8.46.02,," has unknown impact and attack vectors, as identified by Oracle Vuln# PSE02.",,,
CVE-2005-3463,Unspecified vulnerability in PeopleTools in Oracle PeopleSoft Enterprise 8.44 up to 8.46.03,," has unknown impact and attack vectors, as identified by Oracle Vuln# PSE03.",,,
CVE-2005-3464,Unspecified vulnerability in PeopleTools in Oracle PeopleSoft Enterprise 8.44 up to 8.46,," has unknown impact and attack vectors, as identified by Oracle Vuln# PSE04.",,,
CVE-2005-3465,"Unspecified vulnerability in JDEdwards HTML Server in Oracle EnterpriseOne 8.94 OneWorld XE up to 8.95_B1, 8.94_Q1, and SP23_K1",," has unknown impact and attack vectors, as identified by Oracle Vuln# JDE01.",,,
CVE-2005-3466,Unspecified vulnerability in Enterprise CRM Sales in Oracle 8.81 up to 8.9,," has unknown impact and attack vectors, as identified by Oracle Vuln# CRM01.",,,
CVE-2005-3731,Unspecified vulnerability in yaSSL before 1.0.6,," has unknown impact and attack vectors, related to """"certificate chain processing.""""",,,
CVE-2005-3752,Unspecified vulnerability in ldapdiff before 1.1.1,," has unknown impact and attack vectors, related to """"ldapdiff.conf path construction"""".",,,
CVE-2005-3773,Unspecified vulnerability in Joomla! before 1.0.4,," has unknown impact and attack vectors, related to """"Potential misuse of Media component file management functions.""""",,,
CVE-2005-3957,Unspecified vulnerability in the Trackback functionality in DotClear 1.2.1,, has unknown impact and attack vectors.,,,
